gene,weight
GNAI2,1.0
GNAL,1.0
GNAO1-DT,1.0
GNAS-AS1,1.0
GNAZ,1.0
GNB1L,1.0
GNB2,1.0
GNB3,1.0
GNB4,1.0
GNE,1.0
GNG10,1.0
GNG11,1.0
GNG12,1.0
GNG12-AS1,1.0
GNG2,1.0
GNG3,1.0
GNG4,1.0
GNG5,1.0
GNG7,1.0
GNG8,1.0
GNL1,1.0
GNL2,1.0
GNL3,1.0
GNL3L,1.0
GNLY,1.0
GNPAT,1.0
GNPDA1,1.0
GNPNAT1,1.0
GNPTG,1.0
GNRHR,1.0
GNS,1.0
GOLGA2,1.0
GOLGA2P5,1.0
GOLGA4,1.0
GOLGA5,1.0
GOLGA6L10,1.0
GOLGA6L4,1.0
GOLGA6L7,1.0
GOLGA6L9,1.0
GOLGA7,1.0
GOLGA7B,1.0
GOLGA7B-DT,1.0
GOLGA8M,1.0
GOLGA8N,1.0
GOLGA8R,1.0
GOLIM4,1.0
GOLPH3-DT,1.0
GOLPH3L,1.0
GOLT1A,1.0
GON7,1.0
GORAB,1.0
GORAB-AS1,1.0
GORASP1,1.0
GORASP2,1.0
GOSR2,1.0
GOT1,1.0
GOT1-DT,1.0
GOT2,1.0
GP1BB,1.0
GP6,1.0
GP6-AS1,1.0
GPAA1,1.0
GPAM,1.0
GPANK1,1.0
GPAT2,1.0
GPAT3,1.0
GPAT4,1.0
GPAT4-AS1,1.0
GPATCH1,1.0
GPATCH11,1.0
GPATCH2,1.0
GPATCH3,1.0
GPATCH4,1.0
GPC1,1.0
GPC1-AS1,1.0
GPC2,1.0
GPC3,1.0
GPC4,1.0
GPC5,1.0
GPC5-AS2,1.0
GPC6,1.0
GPCPD1,1.0
GPD1,1.0
GPER1,1.0
GPHN,1.0
GPKOW,1.0
GPLD1,1.0
GPM6B,1.0
GPN1,1.0
GPN2,1.0
GPN3,1.0
GPNMB,1.0
GPR108,1.0
GPR12,1.0
GPR132,1.0
GPR137,1.0
GPR137B,1.0
GPR137C,1.0
GPR141,1.0
GPR143,1.0
GPR146,1.0
GPR149,1.0
GPR153,1.0
GPR156,1.0
GPR157,1.0
GPR158,1.0
GPR158-AS1,1.0
GPR160,1.0
GPR161,1.0
GPR162,1.0
GPR173,1.0
GPR176,1.0
GPR179,1.0
GPR183,1.0
GPR19,1.0
GPR22,1.0
GPR26,1.0
GPR27,1.0
GPR3,1.0
GPR34,1.0
GPR35,1.0
GPR37,1.0
GPR37L1,1.0
GPR39,1.0
GPR6,1.0
GPR61,1.0
GPR62,1.0
GPR63,1.0
GPR68,1.0
GPR75,1.0
GPR82,1.0
GPR83,1.0
GPR85,1.0
GPR87,1.0
GPR88,1.0
GPR89A,1.0
GPRASP2,1.0
GPRASP3,1.0
GPRC5B,1.0
GPRC5C,1.0
GPRC5D-AS1,1.0
GPRIN1,1.0
GPRIN2,1.0
GPRIN3,1.0
GPS1,1.0
GPS2,1.0
GPSM1,1.0
GPSM2,1.0
GPSM3,1.0
GPT,1.0
GPT2,1.0
GPX1,1.0
GPX3,1.0
GPX4,1.0
GPX7,1.0
GRAMD1A,1.0
GRAMD1C,1.0
GRAMD2A,1.0
GRAMD2B,1.0
GRAMD4,1.0
GRAP,1.0
GRAP2,1.0
GRASLND,1.0
GRB10,1.0
GRB14,1.0
GRB2,1.0
GREB1,1.0
GREB1L,1.0
GREM1,1.0
GREM2,1.0
GRHL1,1.0
GRHPR,1.0
GRIA1,1.0
GRIA4,1.0
GRID1-AS1,1.0
GRID2,1.0
GRID2IP,1.0
GRIK1,1.0
GRIK1-AS1,1.0
GRIK2,1.0
GRIK3,1.0
GRIK4,1.0
GRIN2A,1.0
GRIN2C,1.0
GRIN2D,1.0
GRIN3A,1.0
GRINA,1.0
GRIP1,1.0
GRIP2,1.0
GRIPAP1,1.0
GRK2,1.0
GRK4,1.0
GRK5,1.0
GRK6,1.0
GRM1,1.0
GRM2,1.0
GRM3,1.0
GRM3-AS1,1.0
GRM4,1.0
GRM5,1.0
GRM5-AS1,1.0
GRM5P1,1.0
GRM7,1.0
GRM7-AS1,1.0
GRM7-AS3,1.0
GRM8,1.0
GRN,1.0
GRPEL1,1.0
GRPEL2,1.0
GRPEL2-AS1,1.0
GRPR,1.0
GRSF1,1.0
GRTP1,1.0
GRWD1,1.0
GSDME,1.0
GSEC,1.0
GSG1L,1.0
GSG1L2,1.0
GSK3A,1.0
GSK3B-DT,1.0
GSKIP,1.0
GSN,1.0
GSPT2,1.0
GSS,1.0
GSTCD,1.0
GSTK1,1.0
GSTM2,1.0
GSTM3,1.0
GSTM4,1.0
GSTM5,1.0
GSTO1,1.0
GSTO2,1.0
GSTP1,1.0
GSTT2,1.0
GSTT2B,1.0
GSTZ1,1.0
GTDC1,1.0
GTF2A1L,1.0
GTF2A2,1.0
GTF2B,1.0
GTF2E1,1.0
GTF2E2,1.0
GTF2F1,1.0
GTF2H2,1.0
GTF2H2C,1.0
GTF2H3,1.0
GTF2H4,1.0
GTF2H5,1.0
GTF2I-AS1,1.0
GTF2IP1,1.0
GTF2IRD1P1,1.0
GTF2IRD2,1.0
GTF2IRD2B,1.0
GTF3A,1.0
GTF3C2,1.0
GTF3C2-AS2,1.0
GTF3C3,1.0
GTF3C4,1.0
GTF3C5,1.0
GTF3C6,1.0
GTPBP1,1.0
GTPBP2,1.0
GTPBP3,1.0
GTPBP4,1.0
GTPBP6,1.0
GTPBP8,1.0
GUCA1B,1.0
GUCD1,1.0
GUCY1A1,1.0
GUCY1A2,1.0
GUCY1B1,1.0
GUCY2C-AS1,1.0
GUCY2D,1.0
GUF1,1.0
GUK1,1.0
GULP1,1.0
GUSB,1.0
GUSBP1,1.0
GUSBP2,1.0
GVQW3,1.0
GXYLT1,1.0
GXYLT2,1.0
GYG1,1.0
GYG2,1.0
GYPB,1.0
GYPC,1.0
GYPE,1.0
GYS1,1.0
GYS2,1.0
GZF1,1.0
H1-0,1.0
H1-10,1.0
H1-10-AS1,1.0
H1-2,1.0
H1-3,1.0
H1-4,1.0
H2AC20,1.0
H2AC25,1.0
H2AC6,1.0
H2AJ,1.0
H2AX,1.0
H2AZ1,1.0
H2AZ1-DT,1.0
H2BC11,1.0
H2BC15,1.0
H2BC18,1.0
H2BC21,1.0
H2BC26,1.0
H2BC4,1.0
H2BC5,1.0
H2BC6,1.0
H3-3A,1.0
H3-3A-DT,1.0
H3-3B,1.0
H3-7,1.0
H4C16,1.0
H4C3,1.0
H4C5,1.0
H4C8,1.0
H6PD,1.0
HAAO,1.0
HACD1,1.0
HACD4,1.0
HADH,1.0
HAGHL,1.0
HAP1,1.0
HAPLN1,1.0
HAPLN2,1.0
HAPLN3,1.0
HAPLN4,1.0
HAPSTR1,1.0
HAR1A,1.0
HAR1B,1.0
HARBI1,1.0
HARS2,1.0
HAS1,1.0
HAS2,1.0
HAS2-AS1,1.0
HAT1,1.0
HAUS1,1.0
HAUS2,1.0
HAUS3,1.0
HAUS4,1.0
HAUS5,1.0
HAUS6,1.0
HAUS7,1.0
HAVCR1,1.0
HAVCR2,1.0
HAX1,1.0
HBEGF,1.0
HCCS,1.0
HCCS-DT,1.0
HCFC1,1.0
HCFC1R1,1.0
HCG11,1.0
HCG20,1.0
HCG25,1.0
HCG27,1.0
HCK,1.0
HCLS1,1.0
HCN1,1.0
HCN2,1.0
HCN3,1.0
HCN4,1.0
HCP5,1.0
HCRT,1.0
HCRTR1,1.0
HCRTR2,1.0
HDAC1,1.0
HDAC10,1.0
HDAC11,1.0
HDAC2,1.0
HDAC2-AS2,1.0
HDAC4-AS1,1.0
HDAC6,1.0
HDAC8,1.0
HDAC9,1.0
HDDC2,1.0
HDDC3,1.0
HDGF,1.0
HDGFL2,1.0
HDHD3,1.0
HDHD5,1.0
HDHD5-AS1,1.0
HDX,1.0
HEATR1,1.0
HEATR3,1.0
HEATR4,1.0
HEATR5A-DT,1.0
HEATR6,1.0
HEATR6-DT,1.0
HEBP1,1.0
HEBP2,1.0
HECA,1.0
HECTD3,1.0
HECW1,1.0
HECW2,1.0
HEG1,1.0
HEIH,1.0
HELB,1.0
HELLPAR,1.0
HELLS,1.0
HELQ,1.0
HELZ2,1.0
HEMK1,1.0
HENMT1,1.0
HEPACAM,1.0
HEPH,1.0
HEPN1,1.0
HERC2P3,1.0
HERC2P7,1.0
HERC2P9,1.0
HERC3,1.0
HERC5,1.0
HERC6,1.0
HERPUD1,1.0
HERPUD2-AS1,1.0
HES1,1.0
HES4,1.0
HES5,1.0
HES6,1.0
HESX1,1.0
HEXB,1.0
HEXD,1.0
HEXD-IT1,1.0
HEXIM1,1.0
HEXIM2,1.0
HEXIM2-AS1,1.0
HEY1,1.0
HEY2,1.0
HEY2-AS1,1.0
HEYL,1.0
HFE,1.0
HFM1,1.0
HGF,1.0
HGH1,1.0
HGS,1.0
HHAT,1.0
HHATL,1.0
HHIP,1.0
HHIP-AS1,1.0
HHIPL1,1.0
HHLA3,1.0
HIBADH,1.0
HIC1,1.0
HIC2,1.0
HID1,1.0
HIF1A,1.0
HIF1A-AS1,1.0
HIF1A-AS3,1.0
HIF1AN,1.0
HIF3A,1.0
HIGD1A,1.0
HIGD1B,1.0
HIGD1C,1.0
HIGD2A,1.0
HIKESHI,1.0
HILPDA,1.0
HINFP,1.0
HINT1,1.0
HINT2,1.0
HINT3,1.0
HIP1,1.0
HIP1R,1.0
HIPK1-AS1,1.0
HIPK2,1.0
HIPK4,1.0
HIRA,1.0
HIRIP3,1.0
HIVEP1,1.0
HIVEP2,1.0
HIVEP2-DT,1.0
HIVEP3,1.0
HK2,1.0
HKDC1,1.0
HLA-A,1.0
HLA-B,1.0
HLA-C,1.0
HLA-DMA,1.0
HLA-DMB,1.0
HLA-DPA1,1.0
HLA-DPB1,1.0
HLA-DQB1,1.0
HLA-DRA,1.0
HLA-DRB1,1.0
HLA-E,1.0
HLA-F,1.0
HLA-F-AS1,1.0
HLA-L,1.0
HLCS,1.0
HLCS-AS1,1.0
HLX-AS1,1.0
HMBS,1.0
HMCES,1.0
HMCN1,1.0
HMG20B,1.0
HMGA1,1.0
HMGA1P4,1.0
HMGB2,1.0
HMGB3,1.0
HMGCL,1.0
HMGCLL1,1.0
HMGCR,1.0
HMGCS1,1.0
HMGN2,1.0
HMGN3-AS1,1.0
HMGN4,1.0
HMGN5,1.0
HMGXB4,1.0
HMOX1,1.0
HMOX2,1.0
HNF4G,1.0
HNMT,1.0
HNRNPA0,1.0
HNRNPA1,1.0
HNRNPA1L2,1.0
HNRNPA1L3,1.0
HNRNPAB,1.0
HNRNPF,1.0
HNRNPH2,1.0
HNRNPK,1.0
HNRNPK-AS1,1.0
HNRNPLL,1.0
HNRNPUL2,1.0
HOGA1,1.0
HOMER1,1.0
HOMER3,1.0
HOMEZ,1.0
HOOK1,1.0
HOOK2,1.0
HOPX,1.0
HORMAD1,1.0
HORMAD2-AS1,1.0
HPCA,1.0
HPCAL1,1.0
HPCAL4,1.0
HPF1,1.0
HPGD,1.0
HPGDS,1.0
HPN,1.0
HPN-AS1,1.0
HPS1,1.0
HPS3,1.0
HPS4,1.0
HPS5,1.0
HPS6,1.0
HPSE,1.0
HPSE2,1.0
HPYR1,1.0
HR,1.0
HRAS,1.0
HRG-AS1,1.0
HRH1,1.0
HRH3,1.0
HRK,1.0
HS1BP3,1.0
HS2ST1,1.0
HS3ST1,1.0
HS3ST2,1.0
HS3ST3A1,1.0
HS3ST3B1,1.0
HS3ST4,1.0
HS3ST5,1.0
HS6ST1,1.0
HS6ST2,1.0
HS6ST3,1.0
HSBP1,1.0
HSBP1L1,1.0
HSCB,1.0
HSD11B1,1.0
HSD11B1-AS1,1.0
HSD11B1L,1.0
HSD11B2,1.0
HSD17B1,1.0
HSD17B1-AS1,1.0
HSD17B10,1.0
HSD17B11,1.0
HSD17B12,1.0
HSD17B13,1.0
HSD17B14,1.0
HSD17B2-AS1,1.0
HSD17B3,1.0
HSD17B6,1.0
HSD17B7,1.0
HSD17B7P2,1.0
HSD17B8,1.0
HSDL1,1.0
HSDL2,1.0
HSDL2-AS1,1.0
HSF1,1.0
HSF2,1.0
HSF2BP,1.0
HSF4,1.0
HSF5,1.0
HSH2D,1.0
HSP90AA1,1.0
HSP90B1,1.0
HSPA12B,1.0
HSPA13,1.0
HSPA14,1.0
HSPA1A,1.0
HSPA1B,1.0
HSPA1L,1.0
HSPA2,1.0
HSPA2-AS1,1.0
HSPA5,1.0
HSPA8,1.0
HSPA9,1.0
HSPB1,1.0
HSPB2,1.0
HSPB8,1.0
HSPBAP1,1.0
HSPBP1,1.0
HSPD1,1.0
HSPE1,1.0
HSPG2,1.0
HSPH1,1.0
HTATIP2,1.0
HTATSF1,1.0
HTR1A,1.0
HTR1B,1.0
HTR1E,1.0
HTR1F,1.0
HTR2A,1.0
HTR2B,1.0
HTR2C,1.0
HTR3B,1.0
HTR4,1.0
HTR5A,1.0
HTR5A-AS1,1.0
HTR6,1.0
HTR7,1.0
HTRA1,1.0
HTRA2,1.0
HTT-AS,1.0
HULC,1.0
HUNK,1.0
HUS1,1.0
HVCN1,1.0
HYAL1,1.0
HYAL2,1.0
HYAL3,1.0
HYCC1,1.0
HYDIN,1.0
HYI,1.0
HYKK,1.0
HYLS1,1.0
HYOU1,1.0
IAH1,1.0
IARS2,1.0
IBA57,1.0
ICA1-AS1,1.0
ICAM1,1.0
ICAM5,1.0
ICE1,1.0
ICMT,1.0
ICOSLG,1.0
ID1,1.0
ID2,1.0
ID2-AS1,1.0
ID3,1.0
ID4,1.0
IDH1,1.0
IDH2,1.0
IDH2-DT,1.0
IDH3B,1.0
IDH3G,1.0
IDI1,1.0
IDI2-AS1,1.0
IDNK,1.0
IDS,1.0
IDUA,1.0
IER2,1.0
IER3,1.0
IER3-AS1,1.0
IER3IP1,1.0
IER5,1.0
IER5L,1.0
IER5L-AS1,1.0
IFFO1,1.0
IFFO2,1.0
IFI16,1.0
IFI27,1.0
IFI27L1,1.0
IFI27L2,1.0
IFI30,1.0
IFI35,1.0
IFI44,1.0
IFI44L,1.0
IFI6,1.0
IFIH1,1.0
IFIT1,1.0
IFIT2,1.0
IFIT3,1.0
IFIT5,1.0
IFITM10,1.0
IFITM3,1.0
IFNG-AS1,1.0
IFNGR1,1.0
IFNGR2,1.0
IFNLR1,1.0
IFRD2,1.0
IFT140,1.0
IFT20,1.0
IFT22,1.0
IFT25,1.0
IFT27,1.0
IFT46,1.0
IFT52,1.0
IFT57,1.0
IFT74,1.0
IFT80,1.0
IFT81,1.0
IFT88,1.0
IFTAP,1.0
IGDCC3,1.0
IGDCC4,1.0
IGF1,1.0
IGF1R,1.0
IGF2BP2,1.0
IGF2BP3,1.0
IGFBP2,1.0
IGFBP3,1.0
IGFBP4,1.0
IGFBP5,1.0
IGFBP6,1.0
IGFBP7,1.0
IGFBP7-AS1,1.0
IGFBPL1,1.0
IGFL2-AS1,1.0
IGFL4,1.0
IGFLR1,1.0
IGHMBP2,1.0
IGIP,1.0
IGLON5,1.0
IGSF1,1.0
IGSF10,1.0
IGSF11,1.0
IGSF21,1.0
IGSF22,1.0
IGSF22-AS1,1.0
IGSF3,1.0
IGSF5,1.0
IGSF6,1.0
IGSF8,1.0
IHO1,1.0
IK,1.0
IKBIP,1.0
IKBKB,1.0
IKBKE,1.0
IKBKG,1.0
IKZF1,1.0
IKZF2,1.0
IKZF3,1.0
IKZF4,1.0
IKZF5,1.0
IL10RA,1.0
IL10RB,1.0
IL11,1.0
IL11RA,1.0
IL12A-AS1,1.0
IL12RB1,1.0
IL12RB2,1.0
IL13RA1,1.0
IL15,1.0
IL15RA,1.0
IL16,1.0
IL17D,1.0
IL17RA,1.0
IL17RB,1.0
IL17RC,1.0
IL17RD,1.0
IL17RE,1.0
IL18,1.0
IL18BP,1.0
IL18R1,1.0
IL1R1,1.0
IL1RAP,1.0
IL1RAPL1,1.0
IL1RAPL2,1.0
IL1RL2,1.0
IL20RA,1.0
IL20RB,1.0
IL27RA,1.0
IL32,1.0
IL33,1.0
IL34,1.0
IL4R,1.0
IL6R,1.0
IL6ST,1.0
IL7,1.0
IL7R,1.0
ILF2,1.0
ILF3-DT,1.0
ILK,1.0
ILRUN-AS1,1.0
ILVBL,1.0
IMMP2L,1.0
IMP3,1.0
IMP4,1.0
IMPA1,1.0
IMPA2,1.0
IMPACT,1.0
IMPDH1,1.0
IMPDH2,1.0
IMPG1,1.0
IMPG2,1.0
INA,1.0
INAFM1,1.0
INAFM2,1.0
INAVA,1.0
INCA1,1.0
INCENP,1.0
INE1,1.0
INF2,1.0
ING1,1.0
ING2,1.0
ING2-DT,1.0
ING3,1.0
ING4,1.0
ING5,1.0
INHA,1.0
INHBA,1.0
INHBA-AS1,1.0
INHBB,1.0
INKA1,1.0
INKA2,1.0
INKA2-AS1,1.0
INO80,1.0
INO80B,1.0
INO80C,1.0
INO80D-AS1,1.0
INO80E,1.0
INPP4B,1.0
INPP5D,1.0
INPP5E,1.0
INPP5J,1.0
INPP5K,1.0
INPPL1,1.0
INSIG1,1.0
INSIG1-DT,1.0
INSIG2,1.0
INSM1,1.0
INSM2,1.0
INSYN1,1.0
INSYN2A,1.0
INSYN2B,1.0
INTS11,1.0
INTS12,1.0
INTS13,1.0
INTS14,1.0
INTS15,1.0
INTS4,1.0
INTS4P1,1.0
INTS5,1.0
INTS6,1.0
INTS6L,1.0
INTS7,1.0
INTS9,1.0
INTU,1.0
INVS,1.0
IP6K3,1.0
IPCEF1,1.0
IPMK,1.0
IPO11,1.0
IPO13,1.0
IPO4,1.0
IPO5,1.0
IPO9-AS1,1.0
IPP,1.0
IPPK,1.0
IQANK1,1.0
IQCA1,1.0
IQCC,1.0
IQCD,1.0
IQCE,1.0
IQCG,1.0
IQCH,1.0
IQCH-AS1,1.0
IQCJ,1.0
IQCK,1.0
IQGAP1,1.0
IQGAP2,1.0
IQSEC2,1.0
IQUB,1.0
IRAG1,1.0
IRAG1-AS1,1.0
IRAG2,1.0
IRAK1,1.0
IRAK1BP1,1.0
IRAK2,1.0
IRAK3,1.0
IRAK4,1.0
IRF1,1.0
IRF1-AS1,1.0
IRF2,1.0
IRF2-DT,1.0
IRF2BP1,1.0
IRF2BPL,1.0
IRF3,1.0
IRF5,1.0
IRF8,1.0
IRF9,1.0
IRGQ,1.0
IRS1,1.0
IRS2,1.0
IRS4,1.0
ISCA2,1.0
ISCU,1.0
ISG15,1.0
ISG20,1.0
ISG20L2,1.0
ISLR2,1.0
ISM1,1.0
ISOC1,1.0
ISOC2,1.0
ISY1,1.0
ISYNA1,1.0
ITFG1-AS1,1.0
ITFG2,1.0
ITFG2-AS1,1.0
ITGA1,1.0
ITGA10,1.0
ITGA11,1.0
ITGA2,1.0
ITGA2-AS1,1.0
ITGA2B,1.0
ITGA3,1.0
ITGA4,1.0
ITGA5,1.0
ITGA6,1.0
ITGA7,1.0
ITGA8,1.0
ITGA9,1.0
ITGAE,1.0
ITGAL,1.0
ITGAM,1.0
ITGAV,1.0
ITGAX,1.0
ITGB1-DT,1.0
ITGB2,1.0
ITGB3,1.0
ITGB3BP,1.0
ITGB4,1.0
ITGB5,1.0
ITGB8,1.0
ITGB8-AS1,1.0
ITGBL1,1.0
ITIH2,1.0
ITIH4,1.0
ITIH5,1.0
ITK,1.0
ITM2A,1.0
ITM2C,1.0
ITPA,1.0
ITPK1-AS1,1.0
ITPKA,1.0
ITPKB,1.0
ITPKC,1.0
ITPR2,1.0
ITPR2-AS1,1.0
ITPR3,1.0
ITPRID1,1.0
ITPRID2,1.0
ITPRIP,1.0
ITPRIPL2,1.0
ITSN2,1.0
IVNS1ABP,1.0
IZUMO4,1.0
JADE3,1.0
JAG1,1.0
JAG2,1.0
JAGN1,1.0
JAK3,1.0
JAKMIP1,1.0
JAKMIP2,1.0
JAKMIP2-AS1,1.0
JAM2,1.0
JAM3,1.0
JARID2,1.0
JAZF1,1.0
JAZF1-AS1,1.0
JCAD,1.0
JDP2,1.0
JDP2-AS1,1.0
JHY,1.0
JKAMP,1.0
JMJD1C,1.0
JMJD4,1.0
JMJD6,1.0
JMJD7,1.0
JMJD8,1.0
JOSD2,1.0
JPH1,1.0
JPH2,1.0
JPT1,1.0
JPT2,1.0
JRK,1.0
JRKL,1.0
JTB,1.0
JUN,1.0
JUNB,1.0
JUND,1.0
JUP,1.0
KALRN,1.0
KANK1,1.0
KANK2,1.0
KANK3,1.0
KANK4,1.0
KANSL1-AS1,1.0
KANSL1L,1.0
KANSL1L-AS1,1.0
KANSL2,1.0
KANTR,1.0
KARS1,1.0
KAT14,1.0
KAT2A,1.0
KAT2B,1.0
KAT5,1.0
KAT8,1.0
KATNA1,1.0
KATNAL2,1.0
KATNB1,1.0
KAZALD1,1.0
KAZN,1.0
KAZN-AS1,1.0
KBTBD11,1.0
KBTBD11-AS1,1.0
KBTBD12,1.0
KBTBD2,1.0
KBTBD3,1.0
KBTBD4,1.0
KBTBD6,1.0
KBTBD7,1.0
KBTBD8,1.0
KC6,1.0
KCNA1,1.0
KCNA2,1.0
KCNA3,1.0
KCNA4,1.0
KCNA5,1.0
KCNAB1,1.0
KCNAB3,1.0
KCNB2,1.0
KCNC2,1.0
KCNC3,1.0
KCNC4,1.0
KCND1,1.0
KCND2,1.0
KCND3,1.0
KCNE1,1.0
KCNE3,1.0
KCNE4,1.0
KCNF1,1.0
KCNG1,1.0
KCNG2,1.0
KCNG3,1.0
KCNH1,1.0
KCNH2,1.0
KCNH3,1.0
KCNH5,1.0
KCNH6,1.0
KCNH7,1.0
KCNH7-AS1,1.0
KCNH8,1.0
KCNIP1,1.0
KCNIP2,1.0
KCNIP2-AS1,1.0
KCNIP3,1.0
KCNIP4,1.0
KCNIP4-IT1,1.0
KCNJ10,1.0
KCNJ11,1.0
KCNJ12,1.0
KCNJ13,1.0
KCNJ14,1.0
KCNJ16,1.0
KCNJ2,1.0
KCNJ2-AS1,1.0
KCNJ3,1.0
KCNJ5,1.0
KCNJ6,1.0
KCNJ9,1.0
KCNK1,1.0
KCNK10,1.0
KCNK12,1.0
KCNK13,1.0
KCNK15-AS1,1.0
KCNK2,1.0
KCNK3,1.0
KCNK4,1.0
KCNK6,1.0
KCNK7,1.0
KCNK9,1.0
KCNMA1,1.0
KCNMA1-AS1,1.0
KCNMB1,1.0
KCNMB2,1.0
KCNMB2-AS1,1.0
KCNMB3,1.0
KCNMB4,1.0
KCNN1,1.0
KCNN2,1.0
KCNN3,1.0
KCNQ1,1.0
KCNQ1OT1,1.0
KCNQ3,1.0
KCNQ4,1.0
KCNQ5,1.0
KCNS1,1.0
KCNS2,1.0
KCNS3,1.0
KCNT2,1.0
KCNV1,1.0
KCP,1.0
KCTD1,1.0
KCTD10,1.0
KCTD11,1.0
KCTD12,1.0
KCTD13,1.0
KCTD14,1.0
KCTD15,1.0
KCTD16,1.0
KCTD17,1.0
KCTD18,1.0
KCTD2,1.0
KCTD20,1.0
KCTD21,1.0
KCTD21-AS1,1.0
KCTD4,1.0
KCTD5,1.0
KCTD6,1.0
KCTD8,1.0
KCTD9,1.0
KDELR1,1.0
KDELR2,1.0
KDELR3,1.0
KDM1B,1.0
KDM2B-DT,1.0
KDM3B,1.0
KDM4A-AS1,1.0
KDM4C,1.0
KDM4D,1.0
KDM6A,1.0
KDM6B,1.0
KDM7A,1.0
KDM7A-DT,1.0
KDM8,1.0
KDR,1.0
KDSR,1.0
KDSR-DT,1.0
KEAP1,1.0
KEL,1.0
KHDC1,1.0
KHDC4,1.0
KHDRBS2,1.0
KHDRBS2-OT1,1.0
KHDRBS3,1.0
KHK,1.0
KHNYN,1.0
KHSRP,1.0
KIAA0040,1.0
KIAA0319,1.0
KIAA0408,1.0
KIAA0753,1.0
KIAA0825,1.0
KIAA1143,1.0
KIAA1191,1.0
KIAA1217,1.0
KIAA1328,1.0
KIAA1522,1.0
KIAA1586,1.0
KIAA1614,1.0
KIAA1671,1.0
KIAA1671-AS1,1.0
KIAA1755,1.0
KIAA2012,1.0
KIAA2013,1.0
KICS2,1.0
KIF11,1.0
KIF13A,1.0
KIF13B,1.0
KIF14,1.0
KIF15,1.0
KIF17,1.0
KIF1A,1.0
KIF1C,1.0
KIF20B,1.0
KIF21B,1.0
KIF22,1.0
KIF23,1.0
KIF23-AS1,1.0
KIF24,1.0
KIF25,1.0
KIF26A,1.0
KIF26B,1.0
KIF27,1.0
KIF2C,1.0
KIF4A,1.0
KIF5A,1.0
KIF5B,1.0
KIF5C-AS1,1.0
KIF6,1.0
KIF7,1.0
KIF9,1.0
KIFC2,1.0
KIFC3,1.0
KIN,1.0
KIRREL1,1.0
KIRREL3,1.0
KIRREL3-AS1,1.0
KIT,1.0
KITLG,1.0
KIZ-AS1,1.0
KL,1.0
KLC2,1.0
KLC4,1.0
KLF10,1.0
KLF11,1.0
KLF12,1.0
KLF13,1.0
KLF15,1.0
KLF16,1.0
KLF2,1.0
KLF2-DT,1.0
KLF5,1.0
KLF6,1.0
KLF8,1.0
KLF9,1.0
KLHDC2,1.0
KLHDC3,1.0
KLHDC4,1.0
KLHDC8A,1.0
KLHDC8B,1.0
KLHDC9,1.0
KLHL1,1.0
KLHL11,1.0
KLHL12,1.0
KLHL13,1.0
KLHL14,1.0
KLHL15,1.0
KLHL17,1.0
KLHL21,1.0
KLHL25,1.0
KLHL26,1.0
KLHL29,1.0
KLHL32,1.0
KLHL34,1.0
KLHL35,1.0
KLHL36,1.0
KLHL4,1.0
KLHL41,1.0
KLHL6,1.0
KLHL7,1.0
KLHL8,1.0
KLHL9,1.0
KLK6,1.0
KLKB1,1.0
KLRC3,1.0
KLRD1,1.0
KLRG1,1.0
KLRK1,1.0
KLRK1-AS1,1.0
KMO,1.0
KMT2B,1.0
KMT2D,1.0
KMT2E-AS1,1.0
KMT5A,1.0
KMT5C,1.0
KNDC1,1.0
KNG1,1.0
KNOP1,1.0
KNSTRN,1.0
KNTC1,1.0
KPNA2,1.0
KPNA7,1.0
KPNB1-DT,1.0
KPTN,1.0
KRAS,1.0
KRBA1,1.0
KRBA2,1.0
KRBOX1,1.0
KRBOX4,1.0
KRCC1,1.0
KREMEN1,1.0
KRI1,1.0
KRR1,1.0
KRT10,1.0
KRT10-AS1,1.0
KRT222,1.0
KRTAP5-11,1.0
KRTAP5-AS1,1.0
KRTCAP2,1.0
KRTCAP3,1.0
KSR1,1.0
KSR2,1.0
KTI12,1.0
KTN1-AS1,1.0
KXD1,1.0
KY,1.0
KYAT1,1.0
KYAT3,1.0
KYNU,1.0
L1CAM,1.0
L2HGDH,1.0
L3HYPDH,1.0
L3MBTL2,1.0
L3MBTL2-AS1,1.0
L3MBTL3,1.0
L3MBTL4,1.0
LACC1,1.0
LACTB,1.0
LACTB2,1.0
LACTB2-AS1,1.0
LAGE3,1.0
LAIR1,1.0
LAMA1,1.0
LAMA2,1.0
LAMA3,1.0
LAMA4,1.0
LAMA4-AS1,1.0
LAMA5,1.0
LAMB1,1.0
LAMB2,1.0
LAMB3,1.0
LAMC1,1.0
LAMC3,1.0
LAMP1,1.0
LAMP2,1.0
LAMP5,1.0
LAMTOR1,1.0
LAMTOR2,1.0
LAMTOR3,1.0
LAMTOR4,1.0
LAMTOR5,1.0
LANCL1-AS1,1.0
LANCL3,1.0
LAP3,1.0
LAPTM4A,1.0
LAPTM4B,1.0
LAPTM5,1.0
LARGE-AS1,1.0
LARGE1,1.0
LARP6,1.0
LARP7,1.0
LARS2,1.0
LAS1L,1.0
LASP1NB,1.0
LAT,1.0
LAT2,1.0
LATS2,1.0
LAYN,1.0
LBH,1.0
LBR,1.0
LCA5,1.0
LCA5L,1.0
LCAT,1.0
LCDR,1.0
LCIIAR,1.0
LCLAT1,1.0
LCMT1-AS1,1.0
LCMT2,1.0
LCN12,1.0
LCN15,1.0
