,ctpt_consensus_prediction,Cluster_ID,Marker_Match_1,Marker_Match_1_F1 (%),Marker_Match_2,Marker_Match_2_F1 (%),Marker_Match_3,Marker_Match_3_F1 (%)
28,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
29,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
30,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
31,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
32,MAIT,MAIT,Memory cd8+ t cell,18.461538461538463,Gamma delta(γδ) t cell,17.391304347826086,Cd8+ mucosal-associated invariant t cell(cd8+ mait),16.666666666666668
33,CD16_mono,CD16_mono,Cd1c-cd141- dendritic cell,18.56763925729443,Cd16+ monocyte,18.461538461538463,Myeloid cell,11.235955056179774
34,B_immature,B_immature,B cell,26.08695652173913,Naive b cell,21.62162162162162,Mature b cell,14.035087719298248
35,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
36,CD8.Naive,CD8.Naive,Naive cd4+ t cell,15.217391304347828,Naive cd8+ t cell,14.723926380368097,Naive t(th0) cell,11.428571428571429
37,MAIT,MAIT,Memory cd8+ t cell,18.461538461538463,Gamma delta(γδ) t cell,17.391304347826086,Cd8+ mucosal-associated invariant t cell(cd8+ mait),16.666666666666668
38,Platelets,Platelets,Megakaryocyte,35.29411764705882,Platelets,27.77777777777778,Platelet,16.091954022988507
39,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
40,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
41,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
42,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
43,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
44,B_naive,B_naive,B cell,26.08695652173913,Mature b cell,17.54385964912281,Immature b cell,16.129032258064516
45,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
46,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
47,CD8.EM,CD8.EM,Cytotoxic cd8+ t cell,23.333333333333336,Gamma delta(γδ) t cell,23.18840579710145,Cytotoxic t cell,22.950819672131146
48,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
49,B_naive,B_naive,B cell,26.08695652173913,Mature b cell,17.54385964912281,Immature b cell,16.129032258064516
50,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
51,B_naive,B_naive,B cell,26.08695652173913,Mature b cell,17.54385964912281,Immature b cell,16.129032258064516
52,B_naive,B_naive,B cell,26.08695652173913,Mature b cell,17.54385964912281,Immature b cell,16.129032258064516
53,CD16_mono,CD16_mono,Cd1c-cd141- dendritic cell,18.56763925729443,Cd16+ monocyte,18.461538461538463,Myeloid cell,11.235955056179774
54,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
55,CD8.Naive,CD8.Naive,Naive cd4+ t cell,15.217391304347828,Naive cd8+ t cell,14.723926380368097,Naive t(th0) cell,11.428571428571429
56,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
57,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
58,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
59,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
60,gdT,gdT,Gamma delta(γδ) t cell,26.08695652173913,Natural killer cell,22.72727272727273,Memory cd8+ t cell,21.53846153846154
61,MAIT,MAIT,Memory cd8+ t cell,18.461538461538463,Gamma delta(γδ) t cell,17.391304347826086,Cd8+ mucosal-associated invariant t cell(cd8+ mait),16.666666666666668
62,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
63,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
64,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
65,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
66,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
67,MAIT,MAIT,Memory cd8+ t cell,18.461538461538463,Gamma delta(γδ) t cell,17.391304347826086,Cd8+ mucosal-associated invariant t cell(cd8+ mait),16.666666666666668
68,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
69,CD16_mono,CD16_mono,Cd1c-cd141- dendritic cell,18.56763925729443,Cd16+ monocyte,18.461538461538463,Myeloid cell,11.235955056179774
70,MAIT,MAIT,Memory cd8+ t cell,18.461538461538463,Gamma delta(γδ) t cell,17.391304347826086,Cd8+ mucosal-associated invariant t cell(cd8+ mait),16.666666666666668
71,B_immature,B_immature,B cell,26.08695652173913,Naive b cell,21.62162162162162,Mature b cell,14.035087719298248
72,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
73,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
74,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
75,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
76,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
77,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
78,Platelets,Platelets,Megakaryocyte,35.29411764705882,Platelets,27.77777777777778,Platelet,16.091954022988507
79,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
80,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
81,B_naive,B_naive,B cell,26.08695652173913,Mature b cell,17.54385964912281,Immature b cell,16.129032258064516
82,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
83,NK_56hi,NK_56hi,Natural killer cell,21.21212121212121,Gamma delta(γδ) t cell,14.492753623188403,Monocyte,14.102564102564102
84,B_naive,B_naive,B cell,26.08695652173913,Mature b cell,17.54385964912281,Immature b cell,16.129032258064516
85,MAIT,MAIT,Memory cd8+ t cell,18.461538461538463,Gamma delta(γδ) t cell,17.391304347826086,Cd8+ mucosal-associated invariant t cell(cd8+ mait),16.666666666666668
86,CD16_mono,CD16_mono,Cd1c-cd141- dendritic cell,18.56763925729443,Cd16+ monocyte,18.461538461538463,Myeloid cell,11.235955056179774
87,NK_16hi,NK_16hi,Natural killer cell,25.757575757575758,Effector cd8+ memory t (tem) cell,20.895522388059703,Cytotoxic t cell,19.672131147540984
88,MAIT,MAIT,Memory cd8+ t cell,18.461538461538463,Gamma delta(γδ) t cell,17.391304347826086,Cd8+ mucosal-associated invariant t cell(cd8+ mait),16.666666666666668
89,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
90,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
91,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
92,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
93,B_naive,B_naive,B cell,26.08695652173913,Mature b cell,17.54385964912281,Immature b cell,16.129032258064516
94,B_switched_memory,B_switched_memory,B cell,23.18840579710145,Immature b cell,16.129032258064516,Classical monocyte,14.893617021276597
95,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
96,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
97,B_naive,B_naive,B cell,26.08695652173913,Mature b cell,17.54385964912281,Immature b cell,16.129032258064516
98,Platelets,Platelets,Megakaryocyte,35.29411764705882,Platelets,27.77777777777778,Platelet,16.091954022988507
99,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
100,MAIT,MAIT,Memory cd8+ t cell,18.461538461538463,Gamma delta(γδ) t cell,17.391304347826086,Cd8+ mucosal-associated invariant t cell(cd8+ mait),16.666666666666668
101,CD8.Naive,CD8.Naive,Naive cd4+ t cell,15.217391304347828,Naive cd8+ t cell,14.723926380368097,Naive t(th0) cell,11.428571428571429
102,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
103,MAIT,MAIT,Memory cd8+ t cell,18.461538461538463,Gamma delta(γδ) t cell,17.391304347826086,Cd8+ mucosal-associated invariant t cell(cd8+ mait),16.666666666666668
104,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
105,MAIT,MAIT,Memory cd8+ t cell,18.461538461538463,Gamma delta(γδ) t cell,17.391304347826086,Cd8+ mucosal-associated invariant t cell(cd8+ mait),16.666666666666668
106,B_naive,B_naive,B cell,26.08695652173913,Mature b cell,17.54385964912281,Immature b cell,16.129032258064516
107,B_naive,B_naive,B cell,26.08695652173913,Mature b cell,17.54385964912281,Immature b cell,16.129032258064516
108,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
109,B_naive,B_naive,B cell,26.08695652173913,Mature b cell,17.54385964912281,Immature b cell,16.129032258064516
110,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
111,CD8.Naive,CD8.Naive,Naive cd4+ t cell,15.217391304347828,Naive cd8+ t cell,14.723926380368097,Naive t(th0) cell,11.428571428571429
112,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
113,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
114,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
115,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
116,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
117,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
118,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
119,B_switched_memory,B_switched_memory,B cell,23.18840579710145,Immature b cell,16.129032258064516,Classical monocyte,14.893617021276597
120,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
121,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
122,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
123,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
124,DC3,DC3,Myeloid cell,11.235955056179774,Natural regulatory t cell,9.836065573770492,Myeloid dendritic cell,8.333333333333332
125,DC3,DC3,Myeloid cell,11.235955056179774,Natural regulatory t cell,9.836065573770492,Myeloid dendritic cell,8.333333333333332
126,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
127,B_naive,B_naive,B cell,26.08695652173913,Mature b cell,17.54385964912281,Immature b cell,16.129032258064516
128,B_naive,B_naive,B cell,26.08695652173913,Mature b cell,17.54385964912281,Immature b cell,16.129032258064516
129,Platelets,Platelets,Megakaryocyte,35.29411764705882,Platelets,27.77777777777778,Platelet,16.091954022988507
130,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
131,CD8.Naive,CD8.Naive,Naive cd4+ t cell,15.217391304347828,Naive cd8+ t cell,14.723926380368097,Naive t(th0) cell,11.428571428571429
132,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
133,CD8.Naive,CD8.Naive,Naive cd4+ t cell,15.217391304347828,Naive cd8+ t cell,14.723926380368097,Naive t(th0) cell,11.428571428571429
134,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
135,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
136,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
137,Platelets,Platelets,Megakaryocyte,35.29411764705882,Platelets,27.77777777777778,Platelet,16.091954022988507
138,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
139,CD16_mono,CD16_mono,Cd1c-cd141- dendritic cell,18.56763925729443,Cd16+ monocyte,18.461538461538463,Myeloid cell,11.235955056179774
140,MAIT,MAIT,Memory cd8+ t cell,18.461538461538463,Gamma delta(γδ) t cell,17.391304347826086,Cd8+ mucosal-associated invariant t cell(cd8+ mait),16.666666666666668
141,CD16_mono,CD16_mono,Cd1c-cd141- dendritic cell,18.56763925729443,Cd16+ monocyte,18.461538461538463,Myeloid cell,11.235955056179774
142,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
143,B_naive,B_naive,B cell,26.08695652173913,Mature b cell,17.54385964912281,Immature b cell,16.129032258064516
144,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
145,gdT,gdT,Gamma delta(γδ) t cell,26.08695652173913,Natural killer cell,22.72727272727273,Memory cd8+ t cell,21.53846153846154
146,B_immature,B_immature,B cell,26.08695652173913,Naive b cell,21.62162162162162,Mature b cell,14.035087719298248
147,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
148,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
149,B_switched_memory,B_switched_memory,B cell,23.18840579710145,Immature b cell,16.129032258064516,Classical monocyte,14.893617021276597
150,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
151,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
152,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
153,DC3,DC3,Myeloid cell,11.235955056179774,Natural regulatory t cell,9.836065573770492,Myeloid dendritic cell,8.333333333333332
154,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
155,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
156,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
157,CD16_mono,CD16_mono,Cd1c-cd141- dendritic cell,18.56763925729443,Cd16+ monocyte,18.461538461538463,Myeloid cell,11.235955056179774
158,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
159,NK_56hi,NK_56hi,Natural killer cell,21.21212121212121,Gamma delta(γδ) t cell,14.492753623188403,Monocyte,14.102564102564102
160,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
161,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
162,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
163,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
164,gdT,gdT,Gamma delta(γδ) t cell,26.08695652173913,Natural killer cell,22.72727272727273,Memory cd8+ t cell,21.53846153846154
165,CD8.Naive,CD8.Naive,Naive cd4+ t cell,15.217391304347828,Naive cd8+ t cell,14.723926380368097,Naive t(th0) cell,11.428571428571429
166,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
167,B_malignant,B_malignant,B cell,24.637681159420293,Naive b cell,13.513513513513514,Mature b cell,10.526315789473683
168,MAIT,MAIT,Memory cd8+ t cell,18.461538461538463,Gamma delta(γδ) t cell,17.391304347826086,Cd8+ mucosal-associated invariant t cell(cd8+ mait),16.666666666666668
169,CD8.Naive,CD8.Naive,Naive cd4+ t cell,15.217391304347828,Naive cd8+ t cell,14.723926380368097,Naive t(th0) cell,11.428571428571429
170,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
171,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
172,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
173,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
174,B_malignant,B_malignant,B cell,24.637681159420293,Naive b cell,13.513513513513514,Mature b cell,10.526315789473683
175,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
176,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
177,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
178,pDC,pDC,Plasmacytoid dendritic cell(pdc),31.16883116883117,Dendritic cell,20.454545454545453,Plasmacytoid dendritic cell,18.40796019900498
179,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
180,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
181,CD83_CD14_mono,CD83_CD14_mono,B cell,21.73913043478261,Naive b cell,16.216216216216218,Classical monocyte,10.638297872340427
182,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
183,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
184,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
185,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
186,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
187,B_naive,B_naive,B cell,26.08695652173913,Mature b cell,17.54385964912281,Immature b cell,16.129032258064516
188,DC3,DC3,Myeloid cell,11.235955056179774,Natural regulatory t cell,9.836065573770492,Myeloid dendritic cell,8.333333333333332
189,CD8.Naive,CD8.Naive,Naive cd4+ t cell,15.217391304347828,Naive cd8+ t cell,14.723926380368097,Naive t(th0) cell,11.428571428571429
190,CD8.Naive,CD8.Naive,Naive cd4+ t cell,15.217391304347828,Naive cd8+ t cell,14.723926380368097,Naive t(th0) cell,11.428571428571429
191,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
192,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
193,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
194,MAIT,MAIT,Memory cd8+ t cell,18.461538461538463,Gamma delta(γδ) t cell,17.391304347826086,Cd8+ mucosal-associated invariant t cell(cd8+ mait),16.666666666666668
195,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
196,CD4.Naive,CD4.Naive,Naive cd4+ t cell,15.217391304347828,T cell,12.698412698412698,Activated cd4+ t cell,11.428571428571429
197,CD14_mono,CD14_mono,Monocyte,21.794871794871792,Cd1c+_b dendritic cell,20.754716981132074,Myeloid cell,17.97752808988764
